bigrams,count,percentage,pos
dark hair,9,0.0179,"adj,adj"
suggest an,9,0.0179,"noun,other"
the contours,9,0.0179,"other,noun"
contours of,9,0.0179,"noun,other"
what looks,9,0.0179,"other,noun"
artwork was,9,0.0179,"noun,verb"
consists of,9,0.0179,"verb,other"
focal point,9,0.0179,"adj,noun"
white dress,9,0.0179,"adj,noun"
be looking,9,0.0179,"verb,verb"
deco period,9,0.0179,"adj,noun"
she gazes,9,0.0179,"other,verb"
directly at,9,0.0179,"adv,other"
is dark,9,0.0179,"verb,adj"
indicating the,9,0.0179,"verb,other"
a wide,9,0.0179,"other,adj"
hat with,9,0.0179,"other,other"
is vibrant,9,0.0179,"verb,adj"
give the,9,0.0179,"verb,other"
a limited,9,0.0179,"other,verb"
is also,9,0.0179,"verb,adv"
possibly indicating,9,0.0179,"adv,verb"
a representation,9,0.0179,"other,noun"
painting in,9,0.0179,"verb,other"
her pose,9,0.0179,"other,verb"
subject the,9,0.0179,"adj,other"
left is,9,0.0179,"verb,verb"
away from,9,0.0179,"adv,other"
subdued with,9,0.0179,"verb,other"
conveys a,9,0.0179,"noun,other"
and mood,9,0.0179,"other,noun"
a vase,9,0.0179,"other,noun"
body of,9,0.0179,"noun,other"
of water,9,0.0179,"other,noun"
color the,9,0.0179,"noun,other"
the lighter,9,0.0179,"other,noun"
brushwork and,9,0.0179,"noun,other"
are two,9,0.0179,"verb,other"
features and,9,0.0179,"noun,other"
darker tones,9,0.0179,"noun,noun"
life and,9,0.0179,"noun,other"
the horse,9,0.0179,"other,noun"
impressionism characterized,9,0.0179,"noun,verb"
soft pastel,9,0.0179,"adj,noun"
capturing a,9,0.0179,"verb,other"
moment in,9,0.0179,"noun,other"
and fluid,9,0.0179,"other,noun"
the fruit,9,0.0179,"other,noun"
green and,9,0.0179,"adj,other"
colors such,9,0.0179,"noun,adj"
art movement,9,0.0179,"noun,noun"
who is,9,0.0179,"other,verb"
within a,9,0.0179,"other,other"
gentle and,9,0.0179,"adj,other"
detail the,9,0.0179,"noun,other"
tender scene,9,0.0179,"noun,noun"
dress and,9,0.0179,"noun,other"
cut out,9,0.0179,"noun,other"
the pop,9,0.0179,"other,noun"
a beautiful,8,0.0159,"other,adj"
her hand,8,0.0159,"other,noun"
patterns that,8,0.0159,"noun,other"
exudes a,8,0.0159,"noun,other"
emotion and,8,0.0159,"noun,other"
particular piece,8,0.0159,"adj,noun"
we see,8,0.0159,"other,noun"
other figures,8,0.0159,"adj,noun"
movement the,8,0.0159,"noun,other"
the emotional,8,0.0159,"other,adj"
has long,8,0.0159,"verb,adj"
and does,8,0.0159,"other,verb"
under the,8,0.0159,"other,other"
the genre,8,0.0159,"other,noun"
a hat,8,0.0159,"other,other"
featuring a,8,0.0159,"noun,other"
on their,8,0.0159,"other,other"
texture and,8,0.0159,"noun,other"
yellow and,8,0.0159,"adj,other"
life the,8,0.0159,"noun,other"
artwork s,8,0.0159,"noun,noun"
and colors,8,0.0159,"other,noun"
set against,8,0.0159,"noun,other"
contrast between,8,0.0159,"noun,other"
the fruits,8,0.0159,"other,noun"
that includes,8,0.0159,"other,verb"
reflects the,8,0.0159,"verb,other"
that it,8,0.0159,"other,other"
katsushika hokusai,8,0.0159,"other,noun"
attributed to,8,0.0159,"verb,other"
the shore,8,0.0159,"other,noun"
given the,8,0.0159,"verb,other"
complements the,8,0.0159,"noun,other"
the textures,8,0.0159,"other,noun"
palette that,8,0.0159,"noun,other"
beauty of,8,0.0159,"noun,other"
the landscape,8,0.0159,"other,noun"
and attention,8,0.0159,"other,noun"
level of,8,0.0159,"noun,other"
two children,8,0.0159,"other,noun"
hallmark of,8,0.0159,"adj,other"
the work,8,0.0159,"other,verb"
clothing and,8,0.0159,"verb,other"
texture to,8,0.0159,"noun,other"
facial expression,8,0.0159,"adj,noun"
giving a,8,0.0159,"verb,other"
figures and,8,0.0159,"noun,other"
suggests she,8,0.0159,"verb,other"
head and,8,0.0159,"noun,other"
are visible,8,0.0159,"verb,adj"
genre the,8,0.0159,"noun,other"
her back,8,0.0159,"other,adv"
that contribute,8,0.0159,"other,noun"
is turned,8,0.0159,"verb,verb"
top left,8,0.0159,"adj,verb"
painting are,8,0.0159,"verb,verb"
yellows and,8,0.0159,"noun,other"
the clothing,8,0.0159,"other,verb"
a setting,8,0.0159,"other,verb"
an interior,8,0.0159,"other,adj"
the focal,8,0.0159,"other,adj"
style often,8,0.0159,"noun,adv"
give a,8,0.0159,"verb,other"
a backdrop,8,0.0159,"other,noun"
that seems,8,0.0159,"other,verb"
hat adorned,8,0.0159,"other,verb"
of elegance,8,0.0159,"other,noun"
and sophistication,8,0.0159,"other,noun"
is warm,8,0.0159,"verb,adj"
and hair,8,0.0159,"other,adj"
hair the,8,0.0159,"adj,other"
her dress,8,0.0159,"other,noun"
has her,8,0.0159,"verb,other"
a bouquet,8,0.0159,"other,verb"
bouquet of,8,0.0159,"verb,other"
image presents,8,0.0159,"noun,noun"
used for,8,0.0159,"adj,other"
woman and,8,0.0159,"noun,other"
background which,8,0.0159,"noun,other"
has used,8,0.0159,"verb,adj"
that appear,8,0.0159,"other,verb"
both the,8,0.0159,"other,other"
to evoke,8,0.0159,"other,verb"
and energy,8,0.0159,"other,noun"
a green,8,0.0159,"other,adj"
further emphasizing,8,0.0159,"adv,verb"
collar and,8,0.0159,"noun,other"
artwork features,8,0.0159,"noun,noun"
as she,8,0.0159,"other,other"
contrast that,8,0.0159,"noun,other"
her facial,8,0.0159,"other,adj"
light to,8,0.0159,"adj,other"
attention on,8,0.0159,"noun,other"
adding depth,8,0.0159,"verb,adj"
the mother,8,0.0159,"other,noun"
the flowers,8,0.0159,"other,noun"
table or,8,0.0159,"noun,other"
effect is,8,0.0159,"noun,verb"
the bowl,8,0.0159,"other,noun"
and white,8,0.0159,"other,adj"
painting titled,8,0.0159,"verb,verb"
paolo uccello,8,0.0159,"noun,adj"
context or,8,0.0159,"adj,other"
girl s,8,0.0159,"noun,noun"
a person,8,0.0159,"other,noun"
and emotion,8,0.0159,"other,noun"
of perspective,8,0.0159,"other,adj"
have been,8,0.0159,"verb,verb"
center there,8,0.0159,"noun,other"
work in,8,0.0159,"verb,other"
image there,8,0.0159,"noun,other"
with intricate,8,0.0159,"other,noun"
setting is,8,0.0159,"verb,verb"
the beach,8,0.0159,"other,noun"
brushstrokes are,8,0.0159,"noun,verb"
scene a,8,0.0159,"noun,other"
scene of,8,0.0159,"noun,other"
impressionism the,8,0.0159,"noun,other"
brush strokes,8,0.0159,"noun,noun"
with white,8,0.0159,"other,adj"
loose brushwork,8,0.0159,"adj,noun"
the natural,8,0.0159,"other,adj"
top of,8,0.0159,"adj,other"
and pastel,8,0.0159,"other,noun"
the wall,8,0.0159,"other,noun"
as it,8,0.0159,"other,other"
scenes from,8,0.0159,"noun,other"
center of,8,0.0159,"noun,other"
warm and,8,0.0159,"adj,other"
ve shared,8,0.0159,"verb,verb"
and blue,8,0.0159,"other,noun"
flowers and,8,0.0159,"noun,other"
the neckline,8,0.0159,"other,adj"
who was,8,0.0159,"other,verb"
of henri,8,0.0159,"other,adj"
and bright,8,0.0159,"other,verb"
by andy,8,0.0159,"other,noun"
of warhol,8,0.0159,"other,noun"
mount fuji,8,0.0159,"noun,verb"
the mountain,8,0.0159,"other,noun"
distinctive style,7,0.014,"adj,noun"
a black,7,0.014,"other,adj"
an elegant,7,0.014,"other,verb"
hues of,7,0.014,"noun,other"
and lines,7,0.014,"other,noun"
and depth,7,0.014,"other,adj"
is done,7,0.014,"verb,verb"
a female,7,0.014,"other,adj"
female figure,7,0.014,"adj,noun"
garment that,7,0.014,"noun,other"
an impression,7,0.014,"other,noun"
or contemplation,7,0.014,"other,noun"
artwork showcases,7,0.014,"noun,verb"
was a,7,0.014,"verb,other"
expressionist art,7,0.014,"verb,noun"
hair that,7,0.014,"adj,other"
over her,7,0.014,"other,other"
simple and,7,0.014,"noun,other"
an indoor,7,0.014,"other,adj"
and three,7,0.014,"other,other"
woman with,7,0.014,"noun,other"
background of,7,0.014,"noun,other"
perhaps a,7,0.014,"adv,other"
provides a,7,0.014,"verb,other"
painting with,7,0.014,"verb,other"
intricate patterns,7,0.014,"noun,noun"
an impressionist,7,0.014,"other,adj"
known as,7,0.014,"verb,other"
of these,7,0.014,"other,other"
colors of,7,0.014,"noun,other"
with some,7,0.014,"other,other"
white and,7,0.014,"adj,other"
a traditional,7,0.014,"other,adj"
shoreline the,7,0.014,"adj,other"
of traditional,7,0.014,"other,adj"
backdrop that,7,0.014,"noun,other"
features are,7,0.014,"noun,verb"
s clothing,7,0.014,"noun,verb"
elements such,7,0.014,"noun,adj"
drawing attention,7,0.014,"verb,noun"
showcasing the,7,0.014,"verb,other"
woman who,7,0.014,"noun,other"
reclining on,7,0.014,"verb,other"
her is,7,0.014,"other,verb"
the canvas,7,0.014,"other,noun"
a hallmark,7,0.014,"other,adj"
title of,7,0.014,"noun,other"
example of,7,0.014,"noun,other"
engagement with,7,0.014,"adj,other"
is another,7,0.014,"verb,other"
between them,7,0.014,"other,other"
which aligns,7,0.014,"other,noun"
overall color,7,0.014,"adj,noun"
are dressed,7,0.014,"verb,verb"
head turned,7,0.014,"noun,verb"
slightly towards,7,0.014,"adv,noun"
its clean,7,0.014,"other,verb"
rich and,7,0.014,"adj,other"
in art,7,0.014,"other,noun"
artwork you,7,0.014,"noun,other"
wearing what,7,0.014,"verb,other"
geometric forms,7,0.014,"adj,noun"
captured in,7,0.014,"verb,other"
contrasting with,7,0.014,"verb,other"
shapes that,7,0.014,"noun,other"
pose and,7,0.014,"verb,other"
and volume,7,0.014,"other,noun"
deco genre,7,0.014,"adj,noun"
one arm,7,0.014,"other,noun"
viewer with,7,0.014,"noun,other"
painting a,7,0.014,"verb,other"
portrayal of,7,0.014,"adj,other"
simplicity and,7,0.014,"noun,other"
a relaxed,7,0.014,"other,verb"
this work,7,0.014,"other,verb"
an updo,7,0.014,"other,adj"
artwork a,7,0.014,"noun,other"
her gaze,7,0.014,"other,noun"
face is,7,0.014,"verb,verb"
s head,7,0.014,"noun,noun"
that create,7,0.014,"other,noun"
are predominantly,7,0.014,"verb,adv"
pastel tones,7,0.014,"noun,noun"
hallmarks of,7,0.014,"noun,other"
the subtle,7,0.014,"other,adj"
its bold,7,0.014,"other,verb"
has an,7,0.014,"verb,other"
reds and,7,0.014,"verb,other"
evoke a,7,0.014,"verb,other"
the subjects,7,0.014,"other,noun"
towards something,7,0.014,"noun,noun"
frame the,7,0.014,"noun,other"
element of,7,0.014,"noun,other"
large hat,7,0.014,"adj,other"
s expression,7,0.014,"noun,noun"
a three,7,0.014,"other,other"
indicating a,7,0.014,"verb,other"
likely a,7,0.014,"adj,other"
has dark,7,0.014,"verb,adj"
flat areas,7,0.014,"adj,noun"
subject is,7,0.014,"adj,verb"
hands the,7,0.014,"noun,other"
a more,7,0.014,"other,adv"
space the,7,0.014,"noun,other"
view of,7,0.014,"noun,other"
draped over,7,0.014,"verb,other"
warm with,7,0.014,"adj,other"
seen in,7,0.014,"verb,other"
identified as,7,0.014,"verb,other"
beyond the,7,0.014,"other,other"
behind her,7,0.014,"other,other"
like a,7,0.014,"other,other"
that capture,7,0.014,"other,noun"
is softly,7,0.014,"verb,adv"
features the,7,0.014,"noun,other"
either side,7,0.014,"other,verb"
these figures,7,0.014,"other,noun"
this period,7,0.014,"other,noun"
note that,7,0.014,"noun,other"
its attention,7,0.014,"other,noun"
details and,7,0.014,"noun,other"
that gives,7,0.014,"other,verb"
setting with,7,0.014,"verb,other"
a quiet,7,0.014,"other,adj"
of red,7,0.014,"other,adj"
in one,7,0.014,"other,other"
a solid,7,0.014,"other,adj"
group of,7,0.014,"noun,other"
and shoulders,7,0.014,"other,noun"
style with,7,0.014,"noun,other"
scene between,7,0.014,"noun,other"
the boats,7,0.014,"other,noun"
of impressionist,7,0.014,"other,adj"
late 19th,7,0.014,"adj,other"
on light,7,0.014,"other,adj"
this genre,7,0.014,"other,noun"
visible brush,7,0.014,"adj,noun"
can see,7,0.014,"other,noun"
the time,7,0.014,"other,noun"
brushstrokes which,7,0.014,"noun,other"
in time,7,0.014,"other,noun"
warm colors,7,0.014,"adj,noun"
the post,7,0.014,"other,noun"
or another,7,0.014,"other,other"
light on,7,0.014,"adj,other"
in its,7,0.014,"other,other"
flowers in,7,0.014,"noun,other"
natural light,7,0.014,"adj,adj"
with red,7,0.014,"other,adj"
if she,7,0.014,"other,other"
woman standing,7,0.014,"noun,verb"
outside the,7,0.014,"adj,other"
an element,7,0.014,"other,noun"
art primitivism,7,0.014,"noun,noun"
and simple,7,0.014,"other,noun"
of nature,7,0.014,"other,adj"
edgar degas,7,0.014,"verb,noun"
and there,7,0.014,"other,other"
balance and,7,0.014,"noun,other"
a style,7,0.014,"other,noun"
the abstract,7,0.014,"other,adj"
looking towards,7,0.014,"verb,noun"
warmth and,7,0.014,"noun,other"
features bold,7,0.014,"noun,verb"
between two,7,0.014,"other,other"
chair with,7,0.014,"noun,other"
stylized portrait,7,0.014,"verb,verb"
create an,7,0.014,"noun,other"
corner of,7,0.014,"noun,other"
popular culture,7,0.014,"adj,noun"
singer sargent,7,0.014,"adj,adj"
the chair,7,0.014,"other,noun"
american painter,7,0.014,"adj,noun"
the distinctive,6,0.012,"other,adj"
beautiful representation,6,0.012,"adj,noun"
art nouveau,6,0.012,"noun,noun"
giving it,6,0.012,"verb,other"
features warm,6,0.012,"noun,adj"
see a,6,0.012,"noun,other"
figure with,6,0.012,"noun,other"
flowing hair,6,0.012,"verb,adj"
but it,6,0.012,"other,other"
her shoulders,6,0.012,"other,noun"
suggests an,6,0.012,"verb,other"
his ability,6,0.012,"other,noun"
of expressionism,6,0.012,"other,noun"
hat that,6,0.012,"other,other"
an almost,6,0.012,"other,adv"
simplified forms,6,0.012,"adj,noun"
in shades,6,0.012,"other,noun"
natural setting,6,0.012,"adj,verb"
close up,6,0.012,"adj,other"
which includes,6,0.012,"other,verb"
is in,6,0.012,"verb,other"
subjects the,6,0.012,"noun,other"
the warm,6,0.012,"other,adj"
effect the,6,0.012,"noun,other"
signature style,6,0.012,"noun,noun"
pattern that,6,0.012,"adj,other"
out prominently,6,0.012,"other,adv"
color light,6,0.012,"noun,adj"
a series,6,0.012,"other,noun"
of ukiyo,6,0.012,"other,adj"
peaceful atmosphere,6,0.012,"adj,adv"
scene and,6,0.012,"noun,other"
rich in,6,0.012,"adj,other"
an air,6,0.012,"other,noun"
air of,6,0.012,"noun,other"
of contemplation,6,0.012,"other,noun"
dramatic use,6,0.012,"adj,verb"
color to,6,0.012,"noun,other"
the fabric,6,0.012,"other,adj"
the artistic,6,0.012,"other,adj"
style known,6,0.012,"noun,verb"
depicted as,6,0.012,"verb,other"
related to,6,0.012,"adj,other"
could represent,6,0.012,"other,verb"
this painting,6,0.012,"other,verb"
to their,6,0.012,"other,other"
around them,6,0.012,"other,other"
male figure,6,0.012,"noun,noun"
was common,6,0.012,"verb,adj"
style and,6,0.012,"noun,other"
of their,6,0.012,"other,other"
convey a,6,0.012,"noun,other"
in their,6,0.012,"other,other"
that of,6,0.012,"other,other"
hand resting,6,0.012,"noun,verb"
on his,6,0.012,"other,other"
a landscape,6,0.012,"other,noun"
a dramatic,6,0.012,"other,adj"
deco aesthetic,6,0.012,"adj,adj"
the era,6,0.012,"other,verb"
a pink,6,0.012,"other,adj"
colors the,6,0.012,"noun,other"
woman reclining,6,0.012,"noun,verb"
side giving,6,0.012,"verb,verb"
simple yet,6,0.012,"noun,adv"
is common,6,0.012,"verb,adj"
the context,6,0.012,"other,adj"
context of,6,0.012,"adj,other"
and stylized,6,0.012,"other,verb"
of sophistication,6,0.012,"other,noun"
which stands,6,0.012,"other,verb"
point of,6,0.012,"noun,other"
a room,6,0.012,"other,noun"
that was,6,0.012,"other,verb"
girl sitting,6,0.012,"noun,verb"
hair styled,6,0.012,"adj,verb"
face the,6,0.012,"verb,other"
by clean,6,0.012,"other,verb"
style characteristic,6,0.012,"noun,adj"
long hair,6,0.012,"adj,adj"
a ruffled,6,0.012,"other,verb"
artist who,6,0.012,"noun,other"
who created,6,0.012,"other,verb"
dynamic and,6,0.012,"adj,other"
that she,6,0.012,"other,other"
draped with,6,0.012,"verb,other"
is positioned,6,0.012,"verb,verb"
woman has,6,0.012,"noun,verb"
against her,6,0.012,"other,other"
not visible,6,0.012,"adv,adj"
from this,6,0.012,"other,other"
overall sense,6,0.012,"adj,verb"
dream like,6,0.012,"noun,other"
setting that,6,0.012,"verb,other"
shown in,6,0.012,"verb,other"
three quarter,6,0.012,"other,noun"
typical for,6,0.012,"adj,other"
by shades,6,0.012,"other,noun"
of green,6,0.012,"other,adj"
are indicative,6,0.012,"verb,adj"
draws attention,6,0.012,"verb,noun"
attire she,6,0.012,"noun,other"
well known,6,0.012,"adv,verb"
pose is,6,0.012,"verb,verb"
despite the,6,0.012,"other,other"
which creates,6,0.012,"other,noun"
attire includes,6,0.012,"noun,verb"
shown from,6,0.012,"verb,other"
elements and,6,0.012,"noun,other"
which emphasizes,6,0.012,"other,verb"
includes what,6,0.012,"verb,other"
early 20th,6,0.012,"adj,other"
20th century,6,0.012,"other,noun"
genre which,6,0.012,"noun,other"
quiet contemplation,6,0.012,"adj,noun"
in which,6,0.012,"other,other"
with hints,6,0.012,"other,noun"
arranged in,6,0.012,"verb,other"
a pattern,6,0.012,"other,adj"
that provide,6,0.012,"other,verb"
that blend,6,0.012,"other,verb"
the edge,6,0.012,"other,noun"
lighter tones,6,0.012,"noun,noun"
innocence and,6,0.012,"noun,other"
the serene,6,0.012,"other,adj"
hinting at,6,0.012,"verb,other"
a wooden,6,0.012,"other,adj"
of early,6,0.012,"other,adj"
the depiction,6,0.012,"other,noun"
additional context,6,0.012,"adj,adj"
information about,6,0.012,"noun,other"
and dimension,6,0.012,"other,noun"
earthy tones,6,0.012,"noun,noun"
the upper,6,0.012,"other,adj"
muted tones,6,0.012,"verb,noun"
an adult,6,0.012,"other,noun"
are not,6,0.012,"verb,adv"
the three,6,0.012,"other,other"
realistic proportions,6,0.012,"adj,noun"
that would,6,0.012,"other,other"
the base,6,0.012,"other,adj"
base of,6,0.012,"adj,other"
a depiction,6,0.012,"other,noun"
the attention,6,0.012,"other,noun"
with attention,6,0.012,"other,noun"
within an,6,0.012,"other,other"
scene there,6,0.012,"noun,other"
intricate details,6,0.012,"noun,noun"
the lady,6,0.012,"other,adj"
and wears,6,0.012,"other,noun"
be engaged,6,0.012,"verb,verb"
sky above,6,0.012,"adj,other"
a bench,6,0.012,"other,noun"
calm and,6,0.012,"adj,other"
joaquín sorolla,6,0.012,"noun,noun"
daily life,6,0.012,"adv,noun"
sandy beach,6,0.012,"adj,noun"
movement in,6,0.012,"noun,other"
behind them,6,0.012,"other,other"
beach scene,6,0.012,"noun,noun"
formal or,6,0.012,"adj,other"
as they,6,0.012,"other,other"
them the,6,0.012,"other,other"
is lush,6,0.012,"verb,noun"
and its,6,0.012,"other,other"
life in,6,0.012,"noun,other"
seem to,6,0.012,"noun,other"
life with,6,0.012,"noun,other"
on top,6,0.012,"other,adj"
fruits and,6,0.012,"noun,other"
bright and,6,0.012,"verb,other"
the building,6,0.012,"other,noun"
covered with,6,0.012,"verb,other"
a larger,6,0.012,"other,adj"
in traditional,6,0.012,"other,adj"
dreamlike quality,6,0.012,"verb,noun"
s post,6,0.012,"noun,noun"
where he,6,0.012,"other,other"
his use,6,0.012,"other,verb"
seated comfortably,6,0.012,"verb,adv"
this approach,6,0.012,"other,noun"
to depict,6,0.012,"other,noun"
nature the,6,0.012,"adj,other"
