bigrams,count,percentage,pos
a book,109,0.0153,"other,noun"
it was,109,0.0153,"other,verb"
and depth,109,0.0153,"other,noun"
a central,109,0.0153,"other,adj"
create an,109,0.0153,"noun,other"
19th century,109,0.0153,"other,noun"
element of,109,0.0153,"adj,other"
is the,109,0.0153,"verb,other"
geometric forms,108,0.0152,"noun,noun"
the interplay,108,0.0152,"other,verb"
is holding,108,0.0152,"verb,verb"
and emotional,108,0.0152,"other,adj"
the play,107,0.015,"other,noun"
play of,107,0.015,"noun,other"
a blue,107,0.015,"other,adj"
intricate details,107,0.015,"adj,noun"
in shades,107,0.015,"other,noun"
a simple,107,0.015,"other,adj"
image appears,107,0.015,"noun,verb"
artist who,107,0.015,"noun,other"
vivid colors,107,0.015,"adj,noun"
textures and,107,0.015,"noun,other"
common in,106,0.0149,"adj,other"
black and,106,0.0149,"adj,other"
the architecture,106,0.0149,"other,adj"
that captures,106,0.0149,"other,verb"
are vibrant,106,0.0149,"verb,noun"
with trees,106,0.0149,"other,noun"
what could,106,0.0149,"other,other"
emotional response,106,0.0149,"adj,noun"
serene and,106,0.0149,"noun,other"
neo expressionist,105,0.0148,"adj,noun"
emotional intensity,105,0.0148,"adj,noun"
suggesting the,105,0.0148,"verb,other"
art piece,105,0.0148,"adv,noun"
who created,105,0.0148,"other,verb"
resting on,105,0.0148,"verb,other"
behind the,105,0.0148,"other,other"
a detailed,105,0.0148,"other,verb"
various elements,105,0.0148,"adj,noun"
not just,105,0.0148,"adv,adv"
to his,104,0.0146,"other,other"
wears a,104,0.0146,"noun,other"
elegance and,104,0.0146,"noun,other"
with elements,104,0.0146,"other,noun"
20th century,103,0.0145,"other,noun"
a three,103,0.0145,"other,other"
evoke a,103,0.0145,"verb,other"
work in,103,0.0145,"noun,other"
three dimensionality,103,0.0145,"other,adj"
are various,103,0.0145,"verb,adj"
left corner,103,0.0145,"verb,noun"
are indicative,103,0.0145,"verb,adj"
context of,103,0.0145,"adj,other"
the table,103,0.0145,"other,noun"
a captivating,103,0.0145,"other,verb"
one hand,103,0.0145,"other,noun"
be engaged,103,0.0145,"verb,verb"
and was,103,0.0145,"other,verb"
she holds,103,0.0145,"other,verb"
of baroque,103,0.0145,"other,noun"
various activities,103,0.0145,"adj,noun"
clothing that,102,0.0143,"verb,other"
the dramatic,102,0.0143,"other,adj"
with attention,102,0.0143,"other,noun"
a textured,102,0.0143,"other,verb"
her attire,102,0.0143,"other,noun"
another figure,102,0.0143,"other,noun"
stands a,102,0.0143,"verb,other"
colors the,102,0.0143,"noun,other"
of magic,102,0.0143,"other,noun"
focuses on,101,0.0142,"noun,other"
genre the,101,0.0142,"verb,other"
baroque art,101,0.0142,"noun,adv"
is dark,101,0.0142,"verb,noun"
context or,101,0.0142,"adj,other"
s skill,101,0.0142,"noun,adj"
a narrative,101,0.0142,"other,adj"
see a,101,0.0142,"verb,other"
that contrasts,101,0.0142,"other,noun"
it could,101,0.0142,"other,other"
hinting at,100,0.0141,"verb,other"
jesus christ,100,0.0141,"noun,noun"
can see,100,0.0141,"other,verb"
the depiction,100,0.0141,"other,noun"
environment the,100,0.0141,"noun,other"
of bright,100,0.0141,"other,adj"
form the,100,0.0141,"noun,other"
art with,99,0.0139,"adv,other"
setting appears,99,0.0139,"verb,verb"
away from,99,0.0139,"adv,other"
and there,99,0.0139,"other,adv"
and emotion,99,0.0139,"other,noun"
and varied,99,0.0139,"other,adj"
a human,99,0.0139,"other,adj"
are visible,99,0.0139,"verb,adj"
that adds,99,0.0139,"other,verb"
viewer to,99,0.0139,"noun,other"
tones with,99,0.0139,"noun,other"
a prominent,98,0.0138,"other,noun"
and other,98,0.0138,"other,adj"
man s,98,0.0138,"noun,noun"
vibrant with,98,0.0138,"noun,other"
the surface,98,0.0138,"other,noun"
color the,98,0.0138,"noun,other"
a lively,98,0.0138,"other,adv"
of paint,98,0.0138,"other,noun"
which may,98,0.0138,"other,other"
the river,98,0.0138,"other,adv"
over the,98,0.0138,"other,other"
a warm,97,0.0136,"other,adj"
the face,97,0.0136,"other,noun"
figures the,97,0.0136,"noun,other"
rendering of,97,0.0136,"verb,other"
hint of,97,0.0136,"verb,other"
expressive and,97,0.0136,"adj,other"
of neo,97,0.0136,"other,adj"
the textures,97,0.0136,"other,noun"
young woman,97,0.0136,"adj,noun"
the sea,97,0.0136,"other,noun"
the upper,97,0.0136,"other,adj"
the impressionist,96,0.0135,"other,verb"
through its,96,0.0135,"other,other"
holding what,96,0.0135,"verb,other"
are arranged,96,0.0135,"verb,verb"
giving it,96,0.0135,"verb,other"
created this,96,0.0135,"verb,other"
and black,96,0.0135,"other,adj"
detail the,96,0.0135,"noun,other"
a touch,96,0.0135,"other,adj"
touch of,96,0.0135,"adj,other"
of life,96,0.0135,"other,noun"
cubist style,95,0.0134,"verb,noun"
was a,95,0.0134,"verb,other"
composed of,95,0.0134,"verb,other"
is done,95,0.0134,"verb,verb"
the context,95,0.0134,"other,adj"
but rather,95,0.0134,"other,adv"
viewer the,95,0.0134,"noun,other"
above is,94,0.0132,"other,verb"
that invites,94,0.0132,"other,verb"
within this,94,0.0132,"other,other"
effect the,94,0.0132,"noun,other"
act of,94,0.0132,"noun,other"
post impressionism,94,0.0132,"noun,noun"
have a,94,0.0132,"verb,other"
a more,94,0.0132,"other,adv"
her face,94,0.0132,"other,noun"
rococo art,94,0.0132,"noun,adv"
that evoke,94,0.0132,"other,verb"
an element,94,0.0132,"other,adj"
give the,94,0.0132,"adj,other"
center there,93,0.0131,"noun,adv"
the narrative,93,0.0131,"other,adj"
enhances the,93,0.0131,"noun,other"
image there,93,0.0131,"noun,adv"
a specific,93,0.0131,"other,adj"
are rich,93,0.0131,"verb,adj"
color that,93,0.0131,"noun,other"
of these,93,0.0131,"other,other"
18th century,93,0.0131,"other,noun"
s attire,93,0.0131,"noun,noun"
of romanticism,93,0.0131,"other,noun"
and appears,93,0.0131,"other,verb"
are typical,93,0.0131,"verb,adj"
style that,93,0.0131,"noun,other"
typical for,93,0.0131,"adj,other"
green and,93,0.0131,"adj,other"
setting with,93,0.0131,"verb,other"
of detail,93,0.0131,"other,noun"
background that,93,0.0131,"other,other"
artwork has,93,0.0131,"noun,verb"
sought to,93,0.0131,"verb,other"
tranquility and,92,0.0129,"noun,other"
contrast between,92,0.0129,"noun,other"
a significant,92,0.0129,"other,adj"
a stark,92,0.0129,"other,verb"
in its,92,0.0129,"other,other"
subject s,92,0.0129,"adj,noun"
the light,92,0.0129,"other,adj"
the darker,92,0.0129,"other,noun"
a complex,92,0.0129,"other,adj"
might suggest,92,0.0129,"other,verb"
painting in,91,0.0128,"noun,other"
that often,91,0.0128,"other,adv"
who appear,91,0.0128,"other,adj"
of green,91,0.0128,"other,adj"
this work,91,0.0128,"other,noun"
or an,91,0.0128,"other,other"
them the,91,0.0128,"other,other"
theme of,91,0.0128,"noun,other"
and greens,91,0.0128,"other,noun"
art which,91,0.0128,"adv,other"
on its,90,0.0126,"other,other"
of post,90,0.0126,"other,noun"
is in,90,0.0126,"verb,other"
for a,90,0.0126,"other,other"
perhaps a,90,0.0126,"adv,other"
are predominantly,90,0.0126,"verb,adv"
or other,90,0.0126,"other,adj"
figures or,90,0.0126,"noun,other"
red yellow,90,0.0126,"verb,adj"
the trees,90,0.0126,"other,noun"
warm tones,90,0.0126,"adj,noun"
out against,90,0.0126,"other,other"
also a,89,0.0125,"adv,other"
array of,89,0.0125,"adj,other"
by his,89,0.0125,"other,other"
strokes and,89,0.0125,"noun,other"
one another,89,0.0125,"other,other"
soft and,89,0.0125,"adj,other"
focused on,89,0.0125,"verb,other"
found in,89,0.0125,"verb,other"
difficult to,89,0.0125,"adj,other"
to provide,89,0.0125,"other,verb"
image features,89,0.0125,"noun,noun"
man dressed,89,0.0125,"noun,verb"
painting depicts,89,0.0125,"noun,verb"
figure the,88,0.0124,"noun,other"
s eye,88,0.0124,"noun,noun"
elements within,88,0.0124,"noun,other"
belongs to,88,0.0124,"noun,other"
realistic style,88,0.0124,"adj,noun"
a sculpture,88,0.0124,"other,noun"
features and,88,0.0124,"noun,other"
in time,88,0.0124,"other,noun"
that gives,88,0.0124,"other,verb"
he holds,87,0.0122,"other,verb"
form of,87,0.0122,"noun,other"
nature the,87,0.0122,"noun,other"
a style,87,0.0122,"other,noun"
a river,87,0.0122,"other,adv"
everyday life,87,0.0122,"adj,noun"
the child,87,0.0122,"other,noun"
the expressionist,87,0.0122,"other,noun"
identified as,86,0.0121,"verb,other"
patterns and,86,0.0121,"noun,other"
the individual,86,0.0121,"other,adj"
landscape scene,86,0.0121,"noun,noun"
the buildings,86,0.0121,"other,noun"
focal point,86,0.0121,"adj,noun"
has captured,86,0.0121,"verb,verb"
appearance the,86,0.0121,"noun,other"
a somewhat,86,0.0121,"other,adv"
the realism,86,0.0121,"other,noun"
with long,86,0.0121,"other,adv"
stark contrast,85,0.0119,"verb,noun"
contrasting colors,85,0.0119,"verb,noun"
and bold,85,0.0119,"other,adj"
abstract forms,85,0.0119,"adj,noun"
visual effect,85,0.0119,"adj,noun"
style it,85,0.0119,"noun,other"
the visual,85,0.0119,"other,adj"
human form,85,0.0119,"adj,noun"
of northern,85,0.0119,"other,adj"
has skillfully,85,0.0119,"verb,adv"
an object,85,0.0119,"other,adj"
despite the,85,0.0119,"other,other"
to explore,85,0.0119,"other,verb"
elements are,85,0.0119,"noun,verb"
lying on,85,0.0119,"verb,other"
other figures,84,0.0118,"adj,noun"
landscape the,84,0.0118,"noun,other"
colors such,84,0.0118,"noun,adj"
a hint,84,0.0118,"other,verb"
this technique,84,0.0118,"other,noun"
her hair,84,0.0118,"other,noun"
realistic depiction,84,0.0118,"adj,noun"
a darker,84,0.0118,"other,noun"
s title,84,0.0118,"noun,noun"
parts of,83,0.0117,"noun,other"
various shades,83,0.0117,"adj,noun"
translates to,83,0.0117,"verb,other"
expressionism the,83,0.0117,"noun,other"
which aligns,83,0.0117,"other,noun"
woman dressed,83,0.0117,"noun,verb"
sky the,83,0.0117,"adj,other"
and has,83,0.0117,"other,verb"
of high,83,0.0117,"other,adj"
falls under,83,0.0117,"noun,other"
dreamlike quality,83,0.0117,"other,noun"
s head,82,0.0115,"noun,noun"
be the,82,0.0115,"verb,other"
details and,82,0.0115,"noun,other"
a minimalist,82,0.0115,"other,noun"
the horizon,82,0.0115,"other,noun"
brushstrokes are,82,0.0115,"noun,verb"
next to,82,0.0115,"adj,other"
on color,82,0.0115,"other,noun"
the post,82,0.0115,"other,noun"
the side,82,0.0115,"other,noun"
a religious,82,0.0115,"other,adj"
mix of,82,0.0115,"adj,other"
not only,82,0.0115,"adv,adv"
meticulous attention,82,0.0115,"adj,noun"
these figures,82,0.0115,"other,noun"
background of,82,0.0115,"other,other"
baroque period,82,0.0115,"noun,noun"
convey a,82,0.0115,"noun,other"
lush greenery,81,0.0114,"noun,noun"
the neo,81,0.0114,"other,adj"
that has,81,0.0114,"other,verb"
is minimalistic,81,0.0114,"verb,adj"
work is,81,0.0114,"noun,verb"
than the,81,0.0114,"other,other"
the serene,81,0.0114,"other,noun"
the three,81,0.0114,"other,other"
has an,81,0.0114,"verb,other"
several figures,81,0.0114,"adj,noun"
of yellow,81,0.0114,"other,adj"
right of,81,0.0114,"noun,other"
shared is,80,0.0112,"verb,verb"
where artists,80,0.0112,"other,noun"
an array,80,0.0112,"other,adj"
who was,80,0.0112,"other,verb"
view of,79,0.0111,"noun,other"
and emphasis,79,0.0111,"other,noun"
are muted,79,0.0111,"verb,verb"
attire that,79,0.0111,"noun,other"
no clear,79,0.0111,"other,adj"
of surrealism,79,0.0111,"other,noun"
spontaneity and,79,0.0111,"noun,other"
sculpture is,79,0.0111,"noun,verb"
woman with,79,0.0111,"noun,other"
this scene,79,0.0111,"other,noun"
figure on,79,0.0111,"noun,other"
seated and,79,0.0111,"verb,other"
there appears,78,0.011,"adv,verb"
texture of,78,0.011,"noun,other"
add depth,78,0.011,"noun,noun"
element to,78,0.011,"adj,other"
is surrounded,78,0.011,"verb,verb"
manner that,78,0.011,"noun,other"
and her,78,0.011,"other,other"
representation the,78,0.011,"noun,other"
objects that,78,0.011,"noun,other"
possibly suggesting,78,0.011,"adv,verb"
to interpretation,78,0.011,"other,noun"
figure who,78,0.011,"noun,other"
reds blues,78,0.011,"noun,noun"
used to,78,0.011,"verb,other"
abstract and,78,0.011,"adj,other"
and often,78,0.011,"other,adv"
energy the,78,0.011,"noun,other"
this period,78,0.011,"other,noun"
and realistic,78,0.011,"other,adj"
of shapes,78,0.011,"other,noun"
in art,77,0.0108,"other,adv"
intricate patterns,77,0.0108,"adj,noun"
the romantic,77,0.0108,"other,adj"
a peaceful,77,0.0108,"other,adj"
to depict,77,0.0108,"other,noun"
a manner,77,0.0108,"other,noun"
is soft,77,0.0108,"verb,adj"
has employed,77,0.0108,"verb,adj"
early morning,77,0.0108,"adv,noun"
time the,77,0.0108,"noun,other"
outdoor setting,77,0.0108,"adj,verb"
visible on,77,0.0108,"adj,other"
way the,77,0.0108,"noun,other"
light colored,77,0.0108,"adj,verb"
elements like,77,0.0108,"noun,other"
or early,76,0.0107,"other,adv"
a black,76,0.0107,"other,adj"
expressions and,76,0.0107,"noun,other"
the floor,76,0.0107,"other,noun"
minimalist art,76,0.0107,"noun,adv"
large flat,76,0.0107,"adj,adj"
piece that,76,0.0107,"noun,other"
of artwork,76,0.0107,"other,noun"
a lighter,76,0.0107,"other,noun"
middle ground,76,0.0107,"adj,noun"
a long,76,0.0107,"other,adv"
a room,76,0.0107,"other,noun"
used for,76,0.0107,"verb,other"
beyond the,76,0.0107,"other,other"
the head,76,0.0107,"other,noun"
inspired by,76,0.0107,"verb,other"
reds and,76,0.0107,"noun,other"
quality to,76,0.0107,"noun,other"
set against,76,0.0107,"verb,other"
the otherwise,76,0.0107,"other,adv"
his head,76,0.0107,"other,noun"
the period,76,0.0107,"other,noun"
the neoclassical,76,0.0107,"other,adj"
human figures,76,0.0107,"adj,noun"
an interior,75,0.0105,"other,adj"
a rural,75,0.0105,"other,adj"
other creating,75,0.0105,"adj,verb"
with this,75,0.0105,"other,other"
from this,75,0.0105,"other,other"
serene atmosphere,75,0.0105,"noun,adv"
to an,75,0.0105,"other,other"
and abstract,75,0.0105,"other,adj"
and she,75,0.0105,"other,other"
possibly representing,75,0.0105,"adv,verb"
is realistic,75,0.0105,"verb,adj"
late afternoon,75,0.0105,"adj,noun"
dark and,75,0.0105,"noun,other"
also the,75,0.0105,"adv,other"
life and,75,0.0105,"noun,other"
a striking,75,0.0105,"other,adj"
greens and,75,0.0105,"noun,other"
work of,75,0.0105,"noun,other"
scene and,75,0.0105,"noun,other"
the shapes,75,0.0105,"other,noun"
the realistic,74,0.0104,"other,adj"
the virgin,74,0.0104,"other,verb"
on it,74,0.0104,"other,other"
of expressionism,74,0.0104,"other,noun"
shared appears,74,0.0104,"verb,verb"
a surrealistic,74,0.0104,"other,adj"
information about,74,0.0104,"noun,other"
and hints,74,0.0104,"other,noun"
head and,74,0.0104,"noun,other"
a work,74,0.0104,"other,noun"
standing on,74,0.0104,"verb,other"
to this,74,0.0104,"other,other"
the edges,74,0.0104,"other,verb"
represent the,74,0.0104,"adj,other"
shadow and,74,0.0104,"adj,other"
one side,74,0.0104,"other,noun"
dream like,74,0.0104,"noun,other"
seated at,73,0.0103,"verb,other"
an expressive,73,0.0103,"other,adj"
that he,73,0.0103,"other,other"
beauty of,73,0.0103,"noun,other"
art where,73,0.0103,"adv,other"
tones and,73,0.0103,"noun,other"
around them,73,0.0103,"other,other"
is no,73,0.0103,"verb,other"
dramatic use,73,0.0103,"adj,noun"
a palette,73,0.0103,"other,noun"
an art,73,0.0103,"other,adv"
quality the,73,0.0103,"noun,other"
suggesting either,73,0.0103,"verb,other"
of rococo,73,0.0103,"other,noun"
or another,73,0.0103,"other,other"
into a,73,0.0103,"other,other"
of quiet,73,0.0103,"other,adj"
exploration of,73,0.0103,"noun,other"
cubist art,73,0.0103,"verb,adv"
of dynamism,73,0.0103,"other,verb"
engrossed in,72,0.0101,"adj,other"
s also,72,0.0101,"noun,adv"
his right,72,0.0101,"other,noun"
dramatic lighting,72,0.0101,"adj,verb"
natural elements,72,0.0101,"adj,noun"
nature and,72,0.0101,"noun,other"
the subjects,72,0.0101,"other,noun"
in some,72,0.0101,"other,other"
painting a,72,0.0101,"noun,other"
are engaged,72,0.0101,"verb,verb"
is vibrant,72,0.0101,"verb,noun"
by loose,72,0.0101,"other,adj"
might represent,72,0.0101,"other,adj"
but it,72,0.0101,"other,other"
is set,72,0.0101,"verb,verb"
texture to,72,0.0101,"noun,other"
series of,72,0.0101,"noun,other"
organic forms,72,0.0101,"adj,noun"
sky filled,72,0.0101,"adj,verb"
interpretation of,72,0.0101,"noun,other"
artwork appears,72,0.0101,"noun,verb"
loose brushwork,72,0.0101,"adj,noun"
style suggests,72,0.0101,"noun,verb"
its bold,71,0.01,"other,adj"
historical or,71,0.01,"adj,other"
and life,71,0.01,"other,noun"
provide a,71,0.01,"verb,other"
figure of,71,0.01,"noun,other"
surface the,71,0.01,"noun,other"
along the,71,0.01,"other,other"
into each,71,0.01,"other,other"
allowing the,71,0.01,"verb,other"
artwork seems,71,0.01,"noun,verb"
intensity of,71,0.01,"noun,other"
suggest movement,71,0.01,"verb,noun"
style with,71,0.01,"noun,other"
various objects,71,0.01,"adj,noun"
of jesus,71,0.01,"other,noun"
a rich,71,0.01,"other,adj"
is balanced,71,0.01,"verb,verb"
that features,71,0.01,"other,noun"
in clothing,71,0.01,"other,verb"
scene at,71,0.01,"noun,other"
overall atmosphere,70,0.0098,"adj,adv"
objects or,70,0.0098,"noun,other"
an indoor,70,0.0098,"other,adj"
into geometric,70,0.0098,"other,noun"
in such,70,0.0098,"other,adj"
interplay between,70,0.0098,"verb,other"
richly detailed,70,0.0098,"adv,verb"
and attention,70,0.0098,"other,noun"
on emotional,70,0.0098,"other,adj"
overall impression,70,0.0098,"adj,verb"
the attention,70,0.0098,"other,noun"
is subdued,70,0.0098,"verb,verb"
